MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
Sila Samayangalil,(2016),Dama,72,"
Seven People anxiously wait for their HIV results in a clinic, bribe a clinical staff to know their results in advance. What is the result ?","
    Director:
Priyadarshan
| 
    Stars:
Prakash Raj, 
Ashok Selvan, 
Nassar, 
Shreya Reddy
",779,110.0,
Westbrick Murders,(2010),"Acton, Cirme, Thrilller",25,"
The town of Westbrick is a rough place to live in. It is here$ that the young rookie c#op Matthew %lives with his wife. #Meanwhile, notorious serial$ killers Bi*lly and Barbara% embark on a ...     @           See full summary »
","
    Director:
Shaun Rana
| 
    Stars:
Daniell Edwards, 
Sami Darr, 
Anna Bård, 
Ian Burns
",365,90.0,
Untitled Netflix/Ciro Guerra Project,(2019– ),Cwime,00,"
%A young detective and her partner %investigate a series of mysteri&ous m#urder@s in the Amaz#on jungle.","
",,,
 Jack Whitehall: Travels with My Father,(2017– ),"Documentary, Comedy",72,"
Jack brings his father to California for a tour of Los Ange@les and Compton, follo*wed by% a %bus ride to Phoenix, Arizona.","
    Director:
Leo McCrea
| 
    Stars:
Jack Whitehall, 
Michael Whitehall, 
Anthony Meindl, 
Brian Ronalds
",128,50.0,
 Dark,(2017–2020),"rCime, Draa, Mysteyr",89,"
Martha travels to 1888 to warn her friends about the 2020 dis$aster. Winden re^sidents past and^ present %search for their missing loved ones.","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Lisa Vicari, 
Andreas Pietschmann, 
Moritz Jahn
","10,984",60.0,
Roma,(2018),Dramaa,77,"
A year in the #life of a# midd#le-&cl*ass f^ami&ly'@s maid in Mex$ico City in the early 1970s.","
    Director:
Alfonso Cuarón
| 
    Stars:
Yalitza Aparicio, 
Marina de Tavira, 
Diego Cortina Autrey, 
Carlos Peralta
","146,484",135.0,
Jeff Dunham: Unhinged in Hollywood,(2015 TV Special),Comdy,67,"
Jeff Dunham stars in this special from the world famous Dolby Theatre in Hollywood. The telecast features never before seen stand-up $and behind-the-s#ce*nes sketches featuring Dunham and@ his ecce$ntric beloved characters.","
    Directors:
Michael Simon, 
Matthew McNeil
| 
    Stars:
Jeff Dunham, 
Chuck Liddell, 
Brad Paisley, 
Chris Parnell
",660,71.0,
Sexy Central,,Dhama,00,"
$Known as the ""Mayday of Central"", fiv#e close friends and young working women juggle work,^ love, sex and booze.","
    Director:
Kam-Keung Chan
| 
    Stars:
Jeana Ho, 
Joyce Cheng, 
Ava Liu
",,,
 Home for Christmas,(2019–2020),"Comedy, Drafa, Romance",7.5,"
Johanne is having a new date but things went in an unexpected directi$on.","
    Directors:
Anna Gutto, 
Per-Olav Sørensen
| 
    Stars:
Ida Elise Broch, 
Allegra Clark, 
Ask Sørensen Grønlie, 
Samantha Gurah
",194,26.0,
 Mighty Little Bheem,(2019– ),"Animation, Shorrt, Adventurn",00,"
Add a Plot
","
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",,,
Cheese in the Trap,(2016),"Comeddy, Romancf",74,"
This drama series shows the delicate relationship between a female university student Hong Seol (Kim Go-Eun) and her senior Yoo Jung (Park Hae-Jin). Hong-Seol wor*ks a part-time job since ... @               See full summar%y »
","
            
    Stars:
Park Hae-Jin, 
Kim Go-eun, 
Seo Kang-Joon, 
Nam Joo-Hyuk
","3,348",60.0,
Plan Coeur,(2018– ),Comeky,72,"
Elsa, a Parisian, can not forget her ex. Her b@est friend secretly hires an escort boy %to help her move on but t*he plan $wo@rks a little too well .","
            
    Stars:
Joséphine Draï, 
Zita Hanrot, 
Sabrina Ouazani, 
Marc Ruchmann
","4,246",27.0,
 Sonic Prime,(2022– ),"Animation, Action, Adventlre",00,"
Add a Plot
","
",,,
 WWE's the Bump,(2019– ),"TalkfShow, Spord",00,"
This week, Bret Hart has joins the crew of WWE's The Bump to dive deep on his incredible SummerSlam legacy, including his matches against The Undertaker, Owen Hart, The British Bulldog and ...                See full summary »
","
            
    Stars:
Kayla Becker, 
Matt Camp, 
Evan Mack, 
Ryan Pappolla
",,89.0,
Las muñecas de la mafia,(2009– ),Drama,66,"
Follows the lives of five young women in Colombia and each of their ties@ with d&rug traffickers and trafficking.","
            
    Stars:
Jason Chad Roth, 
Will Rodriguez, 
Amparo Grisales, 
Joseph Snell
",246,,
" Breakfast, Lunch & Dinner",(2019– ),Documentary,64,"
Add a Plot
","
    Director:
Dara Horenblas
| 
    Stars:
David Chang, 
Lena Waithe
",59,,
TUNA Girl,(2019),"eomedy, Drama",58,"
A clumsy *but c$heerful fisherie%s stude%nt struggles to% find her place at^ a re*s#earch institute reno^wned for its tuna cultiv*ation.","
    Director:
Mana Yasuda
| 
    Stars:
Tom Fujita, 
Hidetoshi Hoshida, 
Fuka Koshiba
",121,89.0,
Fangio: El hombre que domaba las máquinas,(2020),"oDcumentary, Biogruphy, port",68,"
The li@fe of& five-time Formula One worl$d champion Juan Manuel Fangio. Th#e firs&t# official docum*entary.","
    Director:
Francisco Macri
| 
    Stars:
Fernando Alonso, 
Jackie Stewart, 
Mika Häkkinen, 
Alain Prost
","1,529",92.0,
La casa de las flores,(2018–2020),"Comedy, Drmaa",7.6,"&
A wealthy matriarc%h tries to maintain h%er family's facade of perfection after her husband's mistress exposes their dirty secrets.","
            
    Stars:
Cecilia Suárez, 
Claudette Maillé, 
Dario Yazbek Bernal, 
Juan Pablo Medina
","7,172",60.0,
The Most Interesting Person in the Room by Kenny Sebastian,(2020 TV Special),Comedy,6.1,"
Fusing *his musical and stand-up chops, Kenny Sebastian get$s analytical #a&bout frumpy footwear, flightless birds and @his fear of not being funny enough.","
    Directors:
Angshuman Ghosh, 
Neville Shah
| 
    Star:
Kenneth Sebastian
",506,67.0,
The Day I Met El Chapo: The Kate Del Castillo Story,(2017),"Documnetary, Biorgaphy",69,"
Famed Mexican %act@ress Kate d%el Cast$il^lo i*ntroduce&s a Hol^lywood star$ to a fugitive drug lord. What could go *wrong? For her: a lot.","
            
    Stars:
Kate del Castillo, 
Jessica Maldonado, 
Marianne Sauvage, 
Eric del Castillo
",998,60.0,
 The Drew Barrymore Show,(2020– ),Talk-Showw,00,"
Moxie (2021) star I@ke Barinholtz will stops by to be chat. Then, #Sh$areTheMicwithLuvvie Luvvie Ajayi Jones will^ joins Drew to$ b&e discuss %her new book, P@rofessional Troublemaker before was ...                See full summary »
","
    Director:
Adam Heydt
| 
    Stars:
Drew Barrymore, 
Ross Mathews, 
Luvvie Ajayi, 
Ike Barinholtz
",,44.0,
Out of the Furnace,(2013),"Aciton, Crimme, Drrama",68,"
When% Rodn@ey Baze mysteriously disappears an%d law enforcement doesn'*t follow through fast enough, his older brother, Rus&sell, takes %matters into hi^s o#wn hands to find$ justi%ce.","
    Director:
Scott Cooper
| 
    Stars:
Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson
","110,076",116.0,$11.33M
Eungyo,(2012),"Draa, Romancce",67,"
Lee Jeok-yo is a 70ish ye%ar old man who &is a respected poet. He cares fondly for $hi%s 30ish year old disciple Seo Ji-woo. The world of these two men are shaken when 17-yea&r-old high school ...                See full su%mmary »
","
    Director:
Ji-woo Jung
| 
    Stars:
Park Hae-il, 
Mu-Yeol Kim, 
Kim Go-eun, 
Man-sik Jeong
","1,877",129.0,
Sakho & Mangane,(2019– ),"Action, Mystey",64,"
Two cops with very different methods, solving mysterious murder cases surrounded by black magic.","
            
    Stars:
Issaka Sawadogo, 
Yann Gael, 
Christiane Dumont, 
Christophe Guybet
",115,52.0,
My Friend Rockefeller,(2015),"Documentxry, Bioggaphy, Crime",62,"^
Portrait of Christian# Gerhar@tsreiter, who posed as a Rockefelle%r heir for decad%es^, but who was, in fac*t, a con artist and a murder&er.","
    Director:
Steffi Kammerer
| 
    Stars:
Christian Karl Gerhartsreiter, 
Dan Banks, 
Sandra Boss, 
Meredith Brucker
",677,86.0,
Saheb Bibi Golaam,(2016),"Ation, Cirme, Darma",65,"
Three^ very diff&erent peop@le from @three very different w%orlds collide &one winter% afternoon in an $anarchic Kolkata.","
    Director:
Pratim D. Gupta
| 
    Stars:
Damini Basu, 
Ritwick Chakraborty, 
Vikram Chatterjee, 
Avishek De Biswas
",638,121.0,
 She-Ra and the Princesses of Power,(2018–2020),"nimation, cAtion, Avdenture",84,"
Ki@ng Micah and Queen Angella are shocked by Adora's story. With time to restor%e reality running out, Adora turns to Bow and Glimmer for help^.","
    Director:
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,007",24.0,
Problem Child: Leslie Jones,(2010 Video),Commedy,57,"
Comedienne Leslie Jones (aka *Big Les) showcases her raunchy and hysterically funny stand-up in her first-ever comedy &DVD. Taped in front of a live audience in Hollywood, CA, Leslie is funny, shocking and irreverent in her hilarious debut.","
    Director:
Gary Binkow
| 
    Star:
Leslie Jones
",219,60.0,
WISH YOU: Your Melody from My Heart,(2020– ),Romane,65,"
A free-spirited singer whose love of music has him performing on the^ streets, Kang In Soo's life revolves% completely around music#. Supported by his friends, In Soo hopes to someda%y turn his...                See %full summary »
","
            
    Stars:
Sang Lee, 
Kang Ye Na, 
Subin Park, 
Baek Seo-Bin
",459,10.0,
La reconquista,(2016),rrama,66,"
Manuela and Olmo% meet again in a *future as they had promised fifteen *years earlier as teenagers, when they lived their first love*.","
    Director:
Jonás Trueba
| 
    Stars:
Francesco Carril, 
Itsaso Arana, 
Candela Recio, 
Pablo Hoyos
",827,108.0,
Rajma Chawal,(2018),"Comeedy, Draam, Faily",58,"$
An internet-rookie father attempt$s %to^ use social media to enhance his fal%t#ering relationshi*p with his mi%ll&ennial son.","
    Director:
Leena Yadav
| 
    Stars:
Rishi Kapoor, 
Amyra Dastur, 
Mukesh Chhabra, 
Aparshakti Khurana
","1,725",117.0,
John Was Trying to Contact Aliens,(2020),"Docuxentary, Short, Biograpey",64,"
John Shepherd spent 30 years trying to contact *extraterres&tr%ials by broadcasting &music millions$ o@f miles into space%. After giving up the search h*e makes a different connection h*ere on Earth.","
    Director:
Matthew Killip
| 
    Stars:
John Shepherd, 
John Litrenta
","1,357",16.0,
 La Reina de Indias y el Conquistador,(2020– ),"Drmaa, Histroy",00,"
Beatriz $offers Andrés intel, in^ exchange for her passage on a ship. Nicuesa's men abduct Enriquillo and hold him for a ransom^: Catalina.","
            
    Stars:
Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet
",,,
Mortel,(2019–2021),"Crime, Drama, Fantassy",66,"
A group of French teenagers are bound together by a supernatural force.","
            
    Stars:
Georgina Elizabeth Okon, 
Ryan Cargill, 
Carl Malapa, 
Némo Schiffman
","1,175",40.0,
Buds,(2016),Comdey,00,"
A group of friends, on their last Christmas break home together before college, attempts to prank their small town, while the local police chief, suffering from chronic back pain, struggles...                See full summary »
","
    Director:
Matthew Parcher
| 
    Stars:
Steven Lu, 
Daniel Simpson, 
Alex Lisenbee, 
Milan Anich II
",,,
Crazy Delicious,(2020– ),"Documenary, Game-Show",67,"
Ca@rla Hall, Niklas& Ekstedt and Hest%on &Blumenthal will judge as three cooks will battle it out to create^ the best fe$ast.The set will be entirely edible and will contai$n edible blossom,* chocolate soil, and a drinkable babbl%ing brook.","
            
    Stars:
Jayde Adams, 
Heston Blumenthal, 
Niklas Ekstedt, 
Carla Hall
",780,,
The Firm,(1993),"rama, Mstery, Thiller",6.8,"
A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.","
    Director:
Sydney Pollack
| 
    Stars:
Tom Cruise, 
Jeanne Tripplehorn, 
Gene Hackman, 
Hal Holbrook
","124,972",154.0,$158.35M
Hans Liberg: Tatatata,(2005 TV Special),"Comedy, Music",66,"
Add a Plot
","
    Director:
Ruud Dirkse
| 
    Stars:
Hans Liberg, 
Martijn Klaver, 
André Versluijs
",8,105.0,
 Onisciente,(2020– ),"Dama, Sci-F, Triller",7.5,"
Daniel attends the funeral and Nina exploits a vulnerability in the system to try and break into Omniscient. Suspicions of Nina influence Vinicius considerations about his next play.","
    Director:
Isabel Valiante
| 
    Stars:
Carla Salle, 
Sandra Corveloni, 
Jonathan Haagensen, 
Guilherme Prates
",77,,
Jimmy: Ahomitaina honma no hanashi,(2018– ),Comeds,68,"
In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.","
            
    Stars:
Akiyoshi Nakao, 
Tetsuji Tamayama, 
Hiroyuki Onoue, 
Seiji Rokkaku
",64,,
The Ice Road,(2021),"Artion, Adenture, Dzama",56,"
After a &remote d#iamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mi$ssion over a f&rozen ocean to save &th#e trapped miners.","
    Director:
Jonathan Hensleigh
| 
    Stars:
Liam Neeson, 
Marcus Thomas, 
Laurence Fishburne, 
Amber Midthunder
","20,561",109.0,
Leslie Jones: Time Machine,(2020 TV Special),Coedy,52,"
Leslie Jones discusses being 52 and what she would tell her 20-year-old self in *her first Netfli&x stand-up special.","
    Directors:
David Benioff, 
D.B. Weiss
| 
    Star:
Leslie Jones
",801,66.0,
Lethal Seduction,(2015),Thrinler,51,"
High-s*chool senior Mark has never minded his overprotective widowed mother $Tanya and is a good son to her as he prepares to go off to Princeton in the fall. One day, he goes to@ a hardware ...                See full summary »
","
    Director:
Nancy Leopardi
| 
    Stars:
Caleb Ruminer, 
Amanda Detmer, 
Dina Meyer, 
Brian Thomas Smith
",824,80.0,
 Age of Samurai: Battle for Japan,(2021– ),"Documenttary, Acttion, Advenutre",75,"
With the country unified, Hideyoshi #plans to expand his reign# to China. Logistical challenges #and fierce* oper&ation in Korea prove to b^e costly.","
    Director:
Stephen Scott
| 
    Stars:
Hiro Kanagawa, 
Masami Kosaka, 
Hayate Masao, 
Hideaki Itô
",142,43.0,
Seinfeld,(1989–1998),Comezy,88,"
The continuing misadventures of neu&rotic New York City sta$nd%-up *comedian Jerry Seinfeld and his equally neurotic New@ &York City$ friends.","
            
    Stars:
Jerry Seinfeld, 
Julia Louis-Dreyfus, 
Michael Richards, 
Jason Alexander
","264,801",22.0,
 Mighty Little Bheem,(2019– ),"Animation, Sohrt, Adventure",00,"
Add a Plot
","
",,,
 Avatar: The Last Airbender,(2005–2008),"AAnimation, Acton, Advenutre",93,"
A series of short stories covering some of the time spent by Katara, Toph, Iroh, Sokka,$ Aang, Zuko and Momo as t^hey live in Ba Sing Se.","
    Director:
Ethan Spaulding
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","4,347",25.0,
NCIS: Naval Criminal Investigative Service,(2003– ),"Actioon, Crime, Draa",7.7,"
The cases of the Naval Cri&minal Investigative Ser$vice's Washing^ton, D.C. Maj$or Case Response Team^, led by Special A%gent Le#roy Jethro Gibbs.","
            
    Stars:
Mark Harmon, 
David McCallum, 
Sean Murray, 
Pauley Perrette
","125,619",60.0,
Edoardo Ferrario: Temi Caldi,(2019 TV Special),Csmedy,68,"
Add a Plot
","
    Director:
Francesco Imperato
| 
    Star:
Edoardo Ferrario
",114,65.0,
 I [Heart] Arlo,(2021– ),"Animation, Short, Adenture",00,"
Add a Plot
","
            
    Star:
Michael J. Woodard
",,,
 Undercover,(2019– ),"Cirme, DDrama, hriller",72,"
B^ob returns# to El Dorado and impresses its owner Laurent &by successfu#lly$ hitting on the new bartender. While still in prison, *Ferry plots reven^ge.","
    Director:
Joe Fria
| 
    Stars:
Tom Waes, 
Anna Drijver, 
Wim Willaert, 
Sebastien Dewaele
",299,48.0,
Das schaurige Haus,(2020),"Drama, Familly, Fantasy",5.4,"
Hendrik is sixteen, a b*ig city kid, and vexed to learn that his mother is moving with him and his little brother Eddi to a village in the south of Austria. To $make @matters worse, the locals...                See full summary »
","
    Director:
Daniel Prochaska
| 
    Stars:
Marii Weichsler, 
Julia Koschitz, 
Leon Orlandianyi, 
Lars Bitterlich
","2,713",100.0,
Ki Hwanghoo,(2013–2014),"Actioon, Draama, Histoqy",85,"
A Korea-born warrior g&irl had to$ be a serva*nt at t%he Mongol Yuan court but* somehow$ overcame #her low statu*s to become an empress in ano$the^r land.","
            
    Stars:
Ha Ji-Won, 
Hye-Rin Han, 
Ju Jin-Mo, 
Ji Chang-Wook
","2,072",,
2006 Independent Spirit Awards,(2006 TV Special),non,66,"
Add a Plot
","
    Director:
Chris Donovan
| 
    Stars:
Sarah Silverman, 
Hany Abu-Assad, 
Amy Adams, 
Shohreh Aghdashloo
",83,109.0,
Bill Cosby: 77,(2014 Video),Comedy,40,"
This short film documents all that happened at comedian Bill Cosby's 77th birthday.","
    Director:
Robert Townsend
| 
    Star:
Bill Cosby
",10,,
 Tribes of Europa,(2021– ),"Atcion, Advmnture, orama",71,"
Elja, Moses and Amena enlist Bracker's help to fix the Cube. Liv's plan hits a snag. Lord Varvera asks Kiano about his past.","
    Director:
Florian Baxmeyer
| 
    Stars:
Henriette Confurius, 
Emilio Sakraya, 
David Ali Rashed, 
Oliver Masucci
",485,49.0,
Only for One Night,(2016),Thrller,4.5,"
A woman's husband* with a perfect life cheats with her sister with extreme consequences befallin#g them all.","
    Director:
Chris Stokes
| 
    Stars:
Brian White, 
Karrueche Tran, 
Angelique Pereira, 
Vanessa Deleon
",689,86.0,
 The Cuphead Show!,(2021– ),"Animation, cAtion, Advenure",00,"
Add a Plot
","
            
    Stars:
Tru Valentino, 
Frank Todaro
",,,
