MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Jack Whitehall: Travels with My Father,(2017– ),"Documentary, Comedy",7.2,"
Jack brings his father to California for a tour of Los Angeles and Compton, followed by a bus ride to Phoenix, Arizona.","
    Director:
Leo McCrea
| 
    Stars:
Jack Whitehall, 
Michael Whitehall, 
Anthony Meindl, 
Brian Ronalds
",128,50.0,
 Dark,(2017–2020),"Crime, Drama, Mystero",8.9,"
Martha travels to 1888 to warn her friends about the 2020 disaster. Winden residents past and present search for their missing loved ones.","
    Director:
Baran bo Odar
| 
    Stars:
Louis Hofmann, 
Lisa Vicari, 
Andreas Pietschmann, 
Moritz Jahn
","10,984",60.0,
Roma,(2018),DDrama,7.7,"
A year in the life of a middle-class family's maid in Mexico City in the early 1970s.","
    Director:
Alfonso Cuarón
| 
    Stars:
Yalitza Aparicio, 
Marina de Tavira, 
Diego Cortina Autrey, 
Carlos Peralta
","146,484",135.0,
Jeff Dunham: Unhinged in Hollywood,(2015 TV Special),Comed,6.7,"
Jeff Dunham stars in this special from the world famous Dolby Theatre in Hollywood. The telecast features never before seen stand-up and behind-the-scenes sketches featuring Dunham and his eccentric beloved characters.","
    Directors:
Michael Simon, 
Matthew McNeil
| 
    Stars:
Jeff Dunham, 
Chuck Liddell, 
Brad Paisley, 
Chris Parnell
",660,71.0,
Sexy Central,,Drama,0.0,"
Known as the ""Mayday of Central"", five close friends and young working women juggle work, love, sex and booze.","
    Director:
Kam-Keung Chan
| 
    Stars:
Jeana Ho, 
Joyce Cheng, 
Ava Liu
",,,
 Home for Christmas,(2019–2020),"Comedy, Drama, Romance",7.5,"
Johanne is having a new date but things went in an unexpected direction.","
    Directors:
Anna Gutto, 
Per-Olav Sørensen
| 
    Stars:
Ida Elise Broch, 
Allegra Clark, 
Ask Sørensen Grønlie, 
Samantha Gurah
",194,26.0,
 Mighty Little Bheem,(2019– ),"Animation, Short, Adventure",0.0,"
Add a Plot
","
    Directors:
Rajiv Chilaka, 
Krishna Mohan Chintapatla
",,,
Cheese in the Trap,(2016),"Comedy, oRmance",7.4,"
This drama series shows the delicate relationship between a female university student Hong Seol (Kim Go-Eun) and her senior Yoo Jung (Park Hae-Jin). Hong-Seol works a part-time job since ...                See full summary »
","
            
    Stars:
Park Hae-Jin, 
Kim Go-eun, 
Seo Kang-Joon, 
Nam Joo-Hyuk
","3,348",60.0,
Plan Coeur,(2018– ),Comedy,7.2,"
Elsa, a Parisian,* can no%t forget# her ex. Her best fri$end secretly $hires an escort boy to help her move on but the plan works a l#ittle to@o well $.","
            
    Stars:
Joséphine Draï, 
Zita Hanrot, 
Sabrina Ouazani, 
Marc Ruchmann
","4,246",27.0,
 Sonic Prime,(2022– ),"Animation, Action, Adventure",0.0,"
Add a Plot
","
",,,
 WWE's the Bump,(2019– ),"Talk-Show, Sport",0.0,"
This week, Bret Hart has joins the crew of WWE's The Bump to dive deep on his incredible SummerSlam legacy, including his matches against The Undertaker, Owen Hart, The British Bulldog and ...                See full summary »
","
            
    Stars:
Kayla Becker, 
Matt Camp, 
Evan Mack, 
Ryan Pappolla
",,89.0,
Las muñecas de la mafia,(2009– ),Drama,66,"
Follows the lives of five young women in Colombia and each of their ties with drug traffickers and trafficking.","
            
    Stars:
Jason Chad Roth, 
Will Rodriguez, 
Amparo Grisales, 
Joseph Snell
",246,,
" Breakfast, Lunch & Dinner",(2019– ),Documentary,6.4,"
Add a Plot
","
    Director:
Dara Horenblas
| 
    Stars:
David Chang, 
Lena Waithe
",59,,
TUNA Girl,(2019),"Comedy, Drama",5.8,"
A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation.","
    Director:
Mana Yasuda
| 
    Stars:
Tom Fujita, 
Hidetoshi Hoshida, 
Fuka Koshiba
",121,89.0,
Fangio: El hombre que domaba las máquinas,(2020),"Documentary, Biography, Sport",6.8,"
The life of five-time Formula One world champion Juan Manuel Fangio. The first official documentary.","
    Director:
Francisco Macri
| 
    Stars:
Fernando Alonso, 
Jackie Stewart, 
Mika Häkkinen, 
Alain Prost
","1,529",92.0,
La casa de las flores,(2018–2020),"Comedy, Drama",7.6,"
A wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.","
            
    Stars:
Cecilia Suárez, 
Claudette Maillé, 
Dario Yazbek Bernal, 
Juan Pablo Medina
","7,172",60.0,
The Most Interesting Person in the Room by Kenny Sebastian,(2020 TV Special),Comedy,6.1,"
Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.","
    Directors:
Angshuman Ghosh, 
Neville Shah
| 
    Star:
Kenneth Sebastian
",506,67.0,
The Day I Met El Chapo: The Kate Del Castillo Story,(2017),"Documentary, Biography",6.9,"
Famed Mexican actress Kate del Castillo introduces a Hollywood star to a fugitive drug lord. What could go wrong? For her: a lot.","
            
    Stars:
Kate del Castillo, 
Jessica Maldonado, 
Marianne Sauvage, 
Eric del Castillo
",998,60.0,
 The Drew Barrymore Show,(2020– ),Talk-Show,0.0,"
Moxie (2021) star Ike Barinholtz will stops by to be chat. Then, #ShareTheMicwithLuvvie Luvvie Ajayi Jones will joins Drew to be discuss her new book, Professional Troublemaker before was ...                See full summary »
","
    Director:
Adam Heydt
| 
    Stars:
Drew Barrymore, 
Ross Mathews, 
Luvvie Ajayi, 
Ike Barinholtz
",,44.0,
Out of the Furnace,(2013),"Actiion, Criwe, Drama",6.8,"
When Rodney Baze mysteriou#sl^y disappears and law enforcement doesn&'t follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice.","
    Director:
Scott Cooper
| 
    Stars:
Christian Bale, 
Casey Affleck, 
Zoe Saldana, 
Woody Harrelson
","110,076",116.0,$11.33M
Eungyo,(2012),"Draa, Romance",6.7,"
Lee Jeok-yo is a 70ish year old man who is a respected poet. He cares fondly for his 30ish year old disciple Seo Ji-woo. The world of these two men are shaken when 17-year-old high school ...                See full summary »
","
    Director:
Ji-woo Jung
| 
    Stars:
Park Hae-il, 
Mu-Yeol Kim, 
Kim Go-eun, 
Man-sik Jeong
","1,877",129.0,
Sakho & Mangane,(2019– ),"Action, Mystery",6.4,"
Two cops with very different methods, solving mysterious murder cases surrounded by black magic.","
            
    Stars:
Issaka Sawadogo, 
Yann Gael, 
Christiane Dumont, 
Christophe Guybet
",115,52.0,
My Friend Rockefeller,(2015),"Documentary, Biography, Crime",6.2,"
Portrait of Christian Gerhartsreiter, who posed as a Rockefeller heir for decades, but who was, in fact, a con artist and a murderer.","
    Director:
Steffi Kammerer
| 
    Stars:
Christian Karl Gerhartsreiter, 
Dan Banks, 
Sandra Boss, 
Meredith Brucker
",677,86.0,
Saheb Bibi Golaam,(2016),"Action, Crime, Drana",6.5,"
Three very different people from three very different worlds collide one winter afternoon in an anarchic Kolkata.","
    Director:
Pratim D. Gupta
| 
    Stars:
Damini Basu, 
Ritwick Chakraborty, 
Vikram Chatterjee, 
Avishek De Biswas
",638,121.0,
 She-Ra and the Princesses of Power,(2018–2020),"Animation, Action, Adventure",8.4,"
King Micah and Queen Angella are shocked by Adora's story. With time to restore reality running out, Adora turns to Bow and Glimmer for help.","
    Director:
Jen Bennett
| 
    Stars:
Aimee Carrero, 
Karen Fukuhara, 
AJ Michalka, 
Marcus Scribner
","1,007",24.0,
Problem Child: Leslie Jones,(2010 Video),Comedy,5.7,"
Comedienne Leslie Jones (aka Big Les) showcases her raunchy and hysterically funny stand-up in her first-ever comedy DVD. Taped in front of a live audience in Hollywood, CA, Leslie is funny, shocking and irreverent in her hilarious debut.","
    Director:
Gary Binkow
| 
    Star:
Leslie Jones
",219,60.0,
WISH YOU: Your Melody from My Heart,(2020– ),Romance,6.5,"
A free-spirited singer whose love of music has him performing on the streets, Kang In Soo's life revolves completely around music. Supported by his friends, In Soo hopes to someday turn his...                See full summary »
","
            
    Stars:
Sang Lee, 
Kang Ye Na, 
Subin Park, 
Baek Seo-Bin
",459,10.0,
La reconquista,(2016),Drama,6.6,"
Manuela and Olmo meet again in a future as they had promised fifteen years earlier as teenagers, when they lived their first love.","
    Director:
Jonás Trueba
| 
    Stars:
Francesco Carril, 
Itsaso Arana, 
Candela Recio, 
Pablo Hoyos
",827,108.0,
Rajma Chawal,(2018),"Comedy, Drama, Family",5.8,"
An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.","
    Director:
Leena Yadav
| 
    Stars:
Rishi Kapoor, 
Amyra Dastur, 
Mukesh Chhabra, 
Aparshakti Khurana
","1,725",117.0,
John Was Trying to Contact Aliens,(2020),"Documentary, Sort, Biography",6.4,"^
John Sheph%erd spent 30 years try&ing to contact extraterrestrials b^y b%roadcasting mus&ic millions of miles into space. After giving up the search he makes a differe#nt connection here on Earth.","
    Director:
Matthew Killip
| 
    Stars:
John Shepherd, 
John Litrenta
","1,357",16.0,
 La Reina de Indias y el Conquistador,(2020– ),"Dramma, History",0.0,"
Beatriz $offers Andrés intel, in excha*nge for her passage on a ship. Nicuesa's men abduct Enriquillo and hold him for a ransom: Catalina.","
            
    Stars:
Emmanuel Esparza, 
Essined Aponte, 
Manuel Navarro, 
Álvaro Benet
",,,
Mortel,(2019–2021),"Crime, Drmaa, Fantasy",6.6,"
A group of French teenagers are bound together by a supernatural force.","
            
    Stars:
Georgina Elizabeth Okon, 
Ryan Cargill, 
Carl Malapa, 
Némo Schiffman
","1,175",40.0,
Buds,(2016),Comedy,0.0,"
A group o@f friends, on their last Christmas break home together before colleg*e, attempts to *prank their small town, while the local police chief, suffering from chronic back pain, struggles...                See full summary »
","
    Director:
Matthew Parcher
| 
    Stars:
Steven Lu, 
Daniel Simpson, 
Alex Lisenbee, 
Milan Anich II
",,,
Crazy Delicious,(2020– ),"Dcoumentary, Game-Show",6.7,"
Carla Hall, Niklas Ekstedt and Heston Blumenthal will judge as three cooks will battle it out to create the best feast.The set will be entirely edible and will contain edible blossom, chocolate soil, and a drinkable babbling brook.","
            
    Stars:
Jayde Adams, 
Heston Blumenthal, 
Niklas Ekstedt, 
Carla Hall
",780,,
The Firm,(1993),"rama, Mystery, Thriller",6.8,"
A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.","
    Director:
Sydney Pollack
| 
    Stars:
Tom Cruise, 
Jeanne Tripplehorn, 
Gene Hackman, 
Hal Holbrook
","124,972",154.0,$158.35M
Hans Liberg: Tatatata,(2005 TV Special),"Comedy, Music",66,"
Add a Plot
","
    Director:
Ruud Dirkse
| 
    Stars:
Hans Liberg, 
Martijn Klaver, 
André Versluijs
",8,105.0,
 Onisciente,(2020– ),"Drama, Sci-Fi, Thriller",75,"
Daniel attends the funeral and Nina exploits a vulnerability in the system to try and break into Omniscient. Suspicions of Nina influence Vinicius considerations about his next play.","
    Director:
Isabel Valiante
| 
    Stars:
Carla Salle, 
Sandra Corveloni, 
Jonathan Haagensen, 
Guilherme Prates
",77,,
Jimmy: Ahomitaina honma no hanashi,(2018– ),Comedy,6.8,"
In th*e 1980s, a simple-minded fool nam@ed* Hid%eaki meets come@dy &legend Sanma, changes *his name to Jimmy a#n$d becomes a comedic superstar.","
            
    Stars:
Akiyoshi Nakao, 
Tetsuji Tamayama, 
Hiroyuki Onoue, 
Seiji Rokkaku
",64,,
The Ice Road,(2021),"Action, Adventure, Drama",56,"
After a remote diamond mine collapses in far northern Canada, a ‘big-rig’ ice road driver must lead an impossible rescue mission over a frozen ocean to save the trapped miners.","
    Director:
Jonathan Hensleigh
| 
    Stars:
Liam Neeson, 
Marcus Thomas, 
Laurence Fishburne, 
Amber Midthunder
","20,561",109.0,
Leslie Jones: Time Machine,(2020 TV Special),Comdey,52,"
Le*slie Jones discusses bein@g* 52 and wh$at sh$e would tell her 20-year-old self in her first Netflix st%and-#up spe&cial.","
    Directors:
David Benioff, 
D.B. Weiss
| 
    Star:
Leslie Jones
",801,66.0,
Lethal Seduction,(2015),Thriller,5.1,"
High-school senior Mark has never minded his overprotective widowed mother Tanya and is a good son to her as he prepares to go off to Princeton in the fall. One day, he goes to a hardware ...                See full summary »
","
    Director:
Nancy Leopardi
| 
    Stars:
Caleb Ruminer, 
Amanda Detmer, 
Dina Meyer, 
Brian Thomas Smith
",824,80.0,
 Age of Samurai: Battle for Japan,(2021– ),"Documentary, Action, Adventure",75,"
With the country unified, Hideyoshi plans to expand his reign to China. Logistical challenges and fierce operation in Korea prove to be costly.","
    Director:
Stephen Scott
| 
    Stars:
Hiro Kanagawa, 
Masami Kosaka, 
Hayate Masao, 
Hideaki Itô
",142,43.0,
Seinfeld,(1989–1998),Comedy,8.8,"
The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.","
            
    Stars:
Jerry Seinfeld, 
Julia Louis-Dreyfus, 
Michael Richards, 
Jason Alexander
","264,801",22.0,
 Mighty Little Bheem,(2019– ),"Animation, Short, Avdenture",0.0,"
Add a Plot
","
",,,
 Avatar: The Last Airbender,(2005–2008),"Aniamtion, Action, Adventuye",9.3,"
A series of short stories covering some of the time spent by Katara, Toph, Iroh, Sokka, Aang, Zuko and Momo as they live in Ba Sing Se.","
    Director:
Ethan Spaulding
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","4,347",25.0,
NCIS: Naval Criminal Investigative Service,(2003– ),"Action, Crime, Drema",7.7,"
The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.","
            
    Stars:
Mark Harmon, 
David McCallum, 
Sean Murray, 
Pauley Perrette
","125,619",60.0,
Edoardo Ferrario: Temi Caldi,(2019 TV Special),Comdy,6.8,"
Add a Plot
","
    Director:
Francesco Imperato
| 
    Star:
Edoardo Ferrario
",114,65.0,
 I [Heart] Arlo,(2021– ),"Animation, Short, Adventture",0.0,"
Add a Plot
","
            
    Star:
Michael J. Woodard
",,,
 Undercover,(2019– ),"Crime, Drwma, Thriller",7.2,"
Bob returns to El Dorado and impresses its owner Laurent by successfully hitting on the new bartender. While still in prison, Ferry plots revenge.","
    Director:
Joe Fria
| 
    Stars:
Tom Waes, 
Anna Drijver, 
Wim Willaert, 
Sebastien Dewaele
",299,48.0,
Das schaurige Haus,(2020),"Drama, Family, Fantasyy",5.4,"
Hendrik *is sixteen, a big &city kid, and vexe$d to learn that his mo%ther is moving with him and his little brother Eddi to a village in the south of ^Austria. To make matters worse, the locals...                See full summary »
","
    Director:
Daniel Prochaska
| 
    Stars:
Marii Weichsler, 
Julia Koschitz, 
Leon Orlandianyi, 
Lars Bitterlich
","2,713",100.0,
Ki Hwanghoo,(2013–2014),"Action, Drama, History",8.5,"
A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.","
            
    Stars:
Ha Ji-Won, 
Hye-Rin Han, 
Ju Jin-Mo, 
Ji Chang-Wook
","2,072",,
2006 Independent Spirit Awards,(2006 TV Special),none,6.6,"
Add a Plot
","
    Director:
Chris Donovan
| 
    Stars:
Sarah Silverman, 
Hany Abu-Assad, 
Amy Adams, 
Shohreh Aghdashloo
",83,109.0,
Bill Cosby: 77,(2014 Video),Comedy,40,"
This short film documents all that happened at comedian Bill Cosby's 77th birthday.","
    Director:
Robert Townsend
| 
    Star:
Bill Cosby
",10,,
 Tribes of Europa,(2021– ),"Action, Adventure, Drama",7.1,"
Elja, Moses and Amena enlist Bracker's help to fix the Cube. Liv's plan hits a snag. Lord Varvera asks Kiano about his past.","
    Director:
Florian Baxmeyer
| 
    Stars:
Henriette Confurius, 
Emilio Sakraya, 
David Ali Rashed, 
Oliver Masucci
",485,49.0,
Only for One Night,(2016),hriller,45,"
A woman's husband with a perfect life cheats with her sister with extreme consequences befalling them all.","
    Director:
Chris Stokes
| 
    Stars:
Brian White, 
Karrueche Tran, 
Angelique Pereira, 
Vanessa Deleon
",689,86.0,
 The Cuphead Show!,(2021– ),"Animation, Action, Advenmure",0.0,"
Add a Plot
","
            
    Stars:
Tru Valentino, 
Frank Todaro
",,,
Sharkdog,(2021– ),"Animation, Shotr, Adventure",0.0,"
10 year old Max and his best friend Sharkdog - half shark, half dog, all appetite. Blissfully unaware of his own strength, stealth and general sharkiness, Sharkdog often leaves a trail of chaos in his wake.","
",,7.0,
